 1	jramdass	  2:36:15	  1:59:38	9
 2	AkmalU	  8:41:02	  0:10:47	8
 3	Benjamin Wuethrich	 17:06:23	  0:02:53	7
 4	David James	261:19:01	  0:16:08	6
