 1	Michael Tardibuono	  0:12:01	  0:03:06	23	8
 2	bewuethr	  0:20:24	  0:09:36	22	7
 3	Ricky Kwan	  0:22:36	  0:10:25	21	6
 4	User #197423	  0:28:21	  0:20:57	20	5
 5	vincentr21	  0:29:43	  0:20:22	19	4
 6	Andrew Walker	  0:35:47	  0:24:06	18	3
 7	danielshanker	 17:35:18	  0:16:19	17	2
 8	Peter Chau	105:46:36	  0:42:29	16	1
