 1	User #197423	  0:20:36	  0:01:30	23	8
 2	Andrew Walker	  0:24:45	  0:01:15	22	7
 3	bewuethr	  1:02:21	  0:08:55	21	6
 4	Michael Tardibuono	  2:10:57	  0:01:57	20	5
 5	danielshanker	  8:45:35	  0:10:11	19	4
 6	Ricky Kwan	 45:30:26	  0:01:44	18	3
 7	Peter Chau	 81:53:33	  0:01:08	17	2
 8	vincentr21	155:18:37	  0:01:35	16	1
