 1	User #197423	  0:13:09	  0:06:51	23	9
 2	Michael Tardibuono	  0:13:18	  0:04:45	22	8
 3	bewuethr	  0:26:22	  0:07:12	21	7
 4	Andrew Walker	  0:28:32	  0:06:38	20	6
 5	vincentr21	  0:28:42	  0:14:13	19	5
 6	Ricky Kwan	  0:57:18	  0:11:05	18	4
 7	danielshanker	  8:53:19	  0:15:06	17	3
 8	James Bannerman	 11:30:43	  0:17:33	16	2
 9	Peter Chau	130:08:19	  0:06:59	15	1
