 1	Michael Tardibuono	  0:25:07	  0:07:06	23	8
 2	User #197423	  0:30:43	  0:11:14	22	7
 3	pingpongkingkong	  0:33:36	  0:06:34	21	6
 4	bewuethr	  0:38:28	  0:09:34	20	5
 5	Andrew Walker	  0:50:00	  0:11:35	19	4
 6	ellen-h	  3:31:21	  0:44:42	18	3
 7	danielshanker	  9:00:56	  0:04:22	17	2
 8	vincentr21	140:37:41	  0:11:09	16	1
