 1	Ricky Kwan	  0:19:11	23	11
 2	User #197423	  0:27:00	22	10
 3	Andrew Walker	  1:01:53	21	9
 4	danielshanker	 10:18:20	20	8
 5	Dumtard	 16:43:50	19	7
 6	Michael Tardibuono	 17:17:45	18	6
 7	Ivan Peng	 17:29:56	17	5
 8	bewuethr	 21:53:10	16	4
 9	vincentr21	 22:13:40	15	3
10	Peter Chau	 57:33:31	14	2
11	James Bannerman	 62:26:29	13	1
