 1	User #197423	  0:09:31	23	16
 2	vincentr21	  0:09:41	22	15
 3	Michael Tardibuono	  0:12:04	21	14
 4	Andrew Walker	  0:18:30	20	13
 5	eolalde	  0:30:09	19	12
 6	bewuethr	  0:48:59	18	11
 7	Ricky Kwan	  1:24:31	17	10
 8	Ivan Peng	  1:33:13	16	9
 9	danielshanker	  8:58:06	15	8
10	pingpongkingkong	 12:29:56	14	7
11	Noah Kipin	 15:05:34	13	6
12	James Bannerman	 42:44:44	12	5
13	Adam Harvie	 47:07:05	11	4
14	Peter Chau	 81:47:08	10	3
15	Dumtard	 86:43:31	9	2
16	ellen-h	293:35:50	8	1
