 1	jramdass	  0:32:02	  0:11:02	9
 2	Benjamin Wuethrich	 11:27:26	  0:08:05	8
 3	David James	 22:52:43	  0:10:23	7
 4	David	116:33:57	 22:44:49	6
 5	Nikita Baranov	191:39:52	  0:11:30	5
