 1	Benjamin Wuethrich	  0:11:57	  0:00:39	9
 2	jramdass	  0:13:17	  0:01:21	8
 3	David	 21:36:35	  0:00:51	7
 4	Nikita Baranov	119:30:54	  0:04:06	6
