 1	jramdass	  0:08:39	9
 2	David James	  0:15:12	8
 3	FrozenSake	  0:27:25	7
 4	Devin	 16:23:07	6
 5	David	 23:12:19	5
 6	Benjamin Wuethrich	1001:54:00	4
