 1	David James	  0:24:55	  0:13:04	9
 2	Benjamin Wuethrich	  1:07:07	  0:55:38	8
 3	jramdass	  1:14:47	  0:47:01	7
 4	Devin	  1:22:33	  0:27:24	6
 5	David	 20:45:41	  5:49:12	5
 6	Jeremy MacArthur	 22:36:50	 22:16:46	4
 7	FrozenSake	 50:24:43	 31:00:03	3
