 1	mozesmagyar	  1:06:54	  0:35:13	51
 2	Benjamin Wuethrich	 37:51:21	 11:14:51	50
 3	Michael Tardibuono	372:23:51	316:01:19	49
 4	Marie Payne	43151:19:48	  0:03:34	48
